latitude,longitude,poverty_rate,population,education_index,health_index,infrastructure_index
14.374540118847362,120.18513292883861,0.19918873353611505,1463,0.6260435113189584,0.4263767528403432,0.24252302039292417
14.950714306409916,120.54190094737835,0.5006712657676319,4608,0.4828565476783955,0.826475233025872,0.5589094673252015
14.731993941811405,120.87294583587641,0.33655027675689175,1855,0.40908507940016986,0.7138757462895882,0.35864257875778727
14.598658484197037,120.73222488640955,0.012576968831467986,619,0.3515462329216923,0.8183876433241422,0.5165746741032248
14.156018640442436,120.80656114786144,0.23005953211192406,5563,0.7284714845549496,0.48242453938760343,0.5104766056305747
14.155994520336202,120.65878336671072,0.08916247674529962,7333,0.4177405690127134,0.71450582415048,0.7546126077162802
14.058083612168199,120.69227656451785,0.5437183231209585,1202,0.7140452125132787,0.5395033608877565,0.5294499335412337
14.866176145774935,120.84919565156532,0.3380641675028336,697,0.5342258676281724,0.525433999295011,0.5497990878309895
14.60111501174321,120.24966800885919,0.22099377678765253,3373,0.549464880593791,0.4063393077291419,0.4409918754586282
14.708072577796045,120.48942496364315,0.12232166966906016,5881,0.581506497655663,0.47168739796298953,0.7694477619096902
14.020584494295802,120.2212094418196,0.32715774615691906,6356,0.5206251048765259,0.5700974613248324,0.6663115456637658
14.969909852161994,120.98766800799665,0.09997482682028871,7358,0.36037198633355405,0.46428331832501646,0.37124317418170494
14.832442640800421,120.94405933968662,0.33759203987394115,8880,0.4857790860017075,0.9422221422260156,0.7065257514657393
14.212339110678275,120.0394268113685,0.5828544730774738,6654,0.698240616416363,0.5697479566881729,0.45943781611105405
14.1818249672071,120.7055751725157,0.5490326088038333,9699,0.6994706408813226,0.4716781706862805,0.6972002861201565
14.183404509853434,120.92524831741567,0.1444002153105774,8102,0.4717345843439966,0.5094952720553768,0.6937328409761013
14.304242242959537,120.18057534512734,0.5397886850088234,4946,0.5760615759346128,0.723236775587812,0.31332211205771265
14.524756431632238,120.56794523055262,0.049103914238015904,9921,0.4160683368071625,0.4352239381256337,0.6206846788301462
14.431945018642116,120.91548829758804,0.2269298672078842,9286,0.4262232489179015,0.8743387715776363,0.37438578158391866
14.291229140198041,120.0339459785858,0.1507116244682386,4898,0.31382825304396444,0.928824823580431,0.37849560199560095
14.611852894722379,120.69742026724684,0.0397742668078514,6705,0.8380479299446468,0.5357110813670595,0.3778088461283485
14.139493860652042,120.29734900737255,0.41995867755191874,3086,0.42642399904494377,0.6475523977249726,0.635340948535969
